Date open,Lot,Position,Date,Symbol,Profit ATT,Max. equity,Datetime,Profit ATT.1,Low. Equity,Datetime.1,Profit ATT - profit AtThatTime
,,ALL,2024-04-02,ALL,0.0,95891.25,0:00,0.0,95891.25,0:00,
,,ALL,2024-04-03,ALL,0.0,95891.25,0:00,0.0,95891.25,0:00,
,,ALL,2024-04-04,ALL,0.0,95891.25,0:00,0.0,95891.25,0:00,
,,ALL,2024-04-05,ALL,0.0,95891.25,0:00,0.0,95891.25,0:00,
,,ALL,2024-04-06,ALL,0.0,95891.25,0:00,0.0,95891.25,0:00,
,,ALL,2024-04-07,ALL,0.0,95891.25,0:00,0.0,95891.25,0:00,
,,ALL,2024-04-08,ALL,0.0,95891.25,0:00,0.0,95891.25,0:00,
,,ALL,2024-04-09,ALL,497.39,96388.64,22:09,-645.53,95245.72,16:37,
2024.04.09 12:30,3.33,625311243,2024-04-09,EURUSD,497.39,1163.45,22:09,-645.53,20.54,16:37,
,,ALL,2024-04-10,ALL,3429.35,99320.6,15:30,-2727.09,81965.64,22:02,
2024.04.10 15:30,3.33,626392718,2024-04-10,EURUSD,1586.82,2252.87,15:30,0.0,0.0,22:02,
2024.04.10 15:32,3.33,627150637,2024-04-10,GBPUSD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:32,3.33,627166251,2024-04-10,GBPUSD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:32,3.33,627170229,2024-04-10,EURUSD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:34,3.33,627184778,2024-04-10,EURUSD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:36,3.33,625312332,2024-04-10,EURUSD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:37,3.33,626410248,2024-04-10,USDJPY,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:38,3.33,625308416,2024-04-10,EURUSD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:45,3.33,625313543,2024-04-10,USDJPY,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:45,3.33,626388947,2024-04-10,EURJPY,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:46,3.33,627237529,2024-04-10,EURAUD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:46,3.33,627237557,2024-04-10,EURAUD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 15:47,3.33,627240892,2024-04-10,GBPAUD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 16:11,3.33,627235561,2024-04-10,EURAUD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 16:13,3.33,627229888,2024-04-10,EURAUD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 16:16,3.33,626401530,2024-04-10,AUDCAD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 16:16,3.33,626390214,2024-04-10,AUDCAD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 16:16,3.33,627190734,2024-04-10,NZDCAD,0.0,0.0,15:30,-600.46,-228.81,22:02,
2024.04.10 16:17,3.33,626383357,2024-04-10,AUDCAD,0.0,0.0,15:30,-591.37,-186.8,22:02,
2024.04.10 16:18,3.33,626415896,2024-04-10,GBPAUD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 16:31,3.33,626379583,2024-04-10,AUDUSD,0.0,0.0,15:30,0.0,0.0,22:02,
2024.04.10 16:41,3.33,626394585,2024-04-10,AUDCAD,0.0,0.0,15:30,-504.96,-100.22,22:02,
2024.04.10 16:48,3.33,627225816,2024-04-10,EURAUD,0.0,0.0,15:30,-433.76,243.99,22:02,
2024.04.10 16:48,3.33,627271972,2024-04-10,EURAUD,0.0,0.0,15:30,-433.76,243.99,22:02,
2024.04.10 19:30,3.33,627280247,2024-04-10,AUDCAD,0.0,0.0,15:30,-111.55,293.67,22:02,
2024.04.10 22:02,3.33,626412272,2024-04-10,EURAUD,0.0,0.0,15:30,-51.23,628.19,22:02,
,,ALL,2024-04-11,ALL,6767.41,92857.74,16:19,-2309.0,82383.73,0:01,
2024.04.11 0:00,3.33,626412272,2024-04-11,EURAUD,0.0,0.0,16:19,209.9,889.32,0:01,
2024.04.11 0:00,3.33,627280247,2024-04-11,AUDCAD,1181.72,1586.94,16:19,-138.81,266.41,0:01,
2024.04.11 0:00,3.33,627271972,2024-04-11,EURAUD,2047.51,2725.26,16:19,-172.52,505.23,0:01,
2024.04.11 0:00,3.33,627225816,2024-04-11,EURAUD,2047.51,2725.26,16:19,-172.52,505.23,0:01,
2024.04.11 0:00,3.33,626394585,2024-04-11,AUDCAD,788.52,1193.26,16:19,-532.1,-127.36,0:01,
2024.04.10 16:17,3.33,626383357,2024-04-11,AUDCAD,702.16,1106.72,16:19,-618.48,-213.92,0:01,
2024.04.11 0:00,3.33,627190734,2024-04-11,NZDCAD,0.0,0.0,16:19,-884.46,-512.81,0:01,
2024.04.11 21:25,3.33,629044945,2024-04-11,EURAUD,0.0,0.0,16:19,0.0,0.0,0:01,
,,ALL,2024-04-12,ALL,1619.7,93671.86,9:22,-3712.63,82220.56,17:50,
2024.04.11 21:25,3.33,629044945,2024-04-12,EURAUD,313.67,988.63,9:22,550.99,1225.95,17:50,
2024.04.12 0:00,3.33,626383357,2024-04-12,AUDCAD,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 4:34,3.33,626376073,2024-04-12,EURNZD,626.76,1295.15,9:22,0.0,0.0,17:50,
2024.04.12 4:50,3.33,626412758,2024-04-12,EURNZD,679.26,1347.7,9:22,0.0,0.0,17:50,
2024.04.12 10:18,6.32,629032568,2024-04-12,GBPUSD,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 12:21,6.32,629032542,2024-04-12,EURUSD,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 13:43,6.32,629032531,2024-04-12,GBPUSD,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 15:39,6.32,629837018,2024-04-12,EURUSD,0.0,0.0,9:22,-1069.58,194.62,17:50,
2024.04.12 15:41,9.11,629837022,2024-04-12,AUDJPY,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 15:45,9.11,629837056,2024-04-12,USDJPY,0.0,0.0,9:22,382.26,2099.49,17:50,
2024.04.12 15:52,6.32,629032574,2024-04-12,GBPUSD,0.0,0.0,9:22,-1521.57,-41.69,17:50,
2024.04.12 16:10,3.33,626386463,2024-04-12,NZDCHF,0.0,0.0,9:22,-233.3,142.1,17:50,
2024.04.12 16:56,3.33,626389761,2024-04-12,GBPCAD,0.0,0.0,9:22,-477.84,308.22,17:50,
2024.04.12 17:07,6.32,629837052,2024-04-12,GBPUSD,0.0,0.0,9:22,-1123.1,356.27,17:50,
2024.04.12 17:31,3.33,626378674,2024-04-12,GBPCAD,0.0,0.0,9:22,-220.51,565.42,17:50,
2024.04.12 19:47,8.44,629838142,2024-04-12,USDCAD,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 19:47,8.44,630159966,2024-04-12,USDCAD,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 20:36,3.33,627503313,2024-04-12,AUDCAD,0.0,0.0,9:22,0.0,0.0,17:50,
2024.04.12 23:46,3.33,625306074,2024-04-12,AUDCAD,0.0,0.0,9:22,0.0,0.0,17:50,
,,ALL,2024-04-13,ALL,0.0,84423.42,0:00,0.0,84423.42,0:00,
2024.04.12 23:46,3.33,625306074,2024-04-13,AUDCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 20:36,3.33,627503313,2024-04-13,AUDCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 19:47,8.44,630159966,2024-04-13,USDCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 19:47,8.44,629838142,2024-04-13,USDCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 17:31,3.33,626378674,2024-04-13,GBPCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 17:07,6.32,629837052,2024-04-13,GBPUSD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 15:39,6.32,629837018,2024-04-13,EURUSD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 16:56,3.33,626389761,2024-04-13,GBPCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 15:45,9.11,629837056,2024-04-13,USDJPY,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 16:10,3.33,626386463,2024-04-13,NZDCHF,0.0,0.0,0:00,0.0,0.0,0:00,
,,ALL,2024-04-14,ALL,-1142.95,83280.47,0:00,-3690.29,80733.13,0:00,
2024.04.12 20:36,3.33,627503313,2024-04-14,AUDCAD,-305.36,102.97,0:00,-305.36,102.97,0:00,
2024.04.12 19:47,8.44,630159966,2024-04-14,USDCAD,-261.76,1341.01,0:00,-599.32,1003.45,0:00,
2024.04.12 19:47,8.44,629838142,2024-04-14,USDCAD,-261.76,1341.01,0:00,-599.32,1003.45,0:00,
2024.04.12 17:31,3.33,626378674,2024-04-14,GBPCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 17:07,6.32,629837052,2024-04-14,GBPUSD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 15:39,6.32,629837018,2024-04-14,EURUSD,-534.05,730.16,0:00,-1009.55,254.65,0:00,
2024.04.12 16:56,3.33,626389761,2024-04-14,GBPCAD,0.0,0.0,0:00,0.0,0.0,0:00,
2024.04.12 15:45,9.11,629837056,2024-04-14,USDJPY,1122.79,2840.02,0:00,-224.07,1493.16,0:00,
2024.04.12 16:10,3.33,626386463,2024-04-14,NZDCHF,-617.85,-242.44,0:00,-617.85,-242.44,0:00,
,,ALL,2024-04-15,ALL,13778.22,104191.73,14:11,-2842.48,70802.14,23:37,
2024.04.15 0:00,8.44,630159966,2024-04-15,USDCAD,2083.31,3686.08,14:11,0.0,0.0,23:37,
2024.04.15 0:00,8.44,629838142,2024-04-15,USDCAD,2083.31,3686.08,14:11,0.0,0.0,23:37,
2024.04.12 17:31,3.33,626378674,2024-04-15,GBPCAD,1298.2,2084.13,14:11,1101.15,1887.08,23:37,
2024.04.13 0:00,6.32,629837052,2024-04-15,GBPUSD,3141.89,4621.27,14:11,0.0,0.0,23:37,
2024.04.12 15:39,6.32,629837018,2024-04-15,EURUSD,1209.82,2474.03,14:11,-1302.14,-37.94,23:37,
2024.04.12 16:56,3.33,626389761,2024-04-15,GBPCAD,1041.77,1827.82,14:11,843.69,1629.74,23:37,
2024.04.15 0:00,9.11,629837056,2024-04-15,USDJPY,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 0:00,3.33,626386463,2024-04-15,NZDCHF,303.03,678.44,14:11,0.0,0.0,23:37,
2024.04.15 9:25,6.32,629837026,2024-04-15,EURUSD,101.55,1365.56,14:11,0.0,0.0,23:37,
2024.04.15 9:27,6.32,629837035,2024-04-15,EURUSD,-22.91,1240.99,14:11,0.0,0.0,23:37,
2024.04.15 9:54,9.11,629838179,2024-04-15,USDJPY,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 9:54,9.11,630160168,2024-04-15,USDJPY,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 11:02,6.32,629837013,2024-04-15,GBPUSD,919.42,2399.3,14:11,0.0,0.0,23:37,
2024.04.15 11:23,3.33,626399420,2024-04-15,NZDCAD,180.88,554.74,14:11,0.0,0.0,23:37,
2024.04.15 15:30,3.33,626374737,2024-04-15,AUDCAD,0.0,0.0,14:11,-349.33,59.12,23:37,
2024.04.15 15:30,3.33,625309269,2024-04-15,AUDCAD,0.0,0.0,14:11,-360.83,47.65,23:37,
2024.04.15 15:30,3.33,625310633,2024-04-15,AUDCAD,0.0,0.0,14:11,-360.83,47.65,23:37,
2024.04.15 15:30,3.33,626377695,2024-04-15,NZDCAD,0.0,0.0,14:11,-367.72,6.49,23:37,
2024.04.15 15:38,3.33,631656815,2024-04-15,NZDCHF,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 16:33,3.33,627273372,2024-04-15,GBPNZD,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 17:03,10.12,629838185,2024-04-15,EURNZD,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 17:03,10.12,630160187,2024-04-15,EURNZD,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 17:04,10.12,629838144,2024-04-15,EURNZD,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 17:04,10.12,630159972,2024-04-15,EURNZD,0.0,0.0,14:11,0.0,0.0,23:37,
2024.04.15 20:49,9.44,629838193,2024-04-15,GBPAUD,0.0,0.0,14:11,-1271.79,1002.79,23:37,
2024.04.15 21:48,3.33,625303766,2024-04-15,NZDCHF,0.0,0.0,14:11,-334.01,39.81,23:37,
2024.04.15 22:18,6.32,629837032,2024-04-15,EURUSD,0.0,0.0,14:11,30.69,1294.64,23:37,
2024.04.15 22:32,10.12,629838190,2024-04-15,GBPNZD,0.0,0.0,14:11,-1313.85,1106.64,23:37,
2024.04.15 23:26,3.33,627527308,2024-04-15,EURNZD,0.0,0.0,14:11,-52.35,628.29,23:37,
2024.04.15 23:26,10.12,629040861,2024-04-15,GBPNZD,0.0,0.0,14:11,-176.31,2246.88,23:37,
2024.04.15 23:31,3.33,625316164,2024-04-15,GBPAUD,0.0,0.0,14:11,-70.29,732.9,23:37,
,,ALL,2024-04-16,ALL,2807.61,73435.95,3:05,-5396.18,51009.5,15:30,
2024.04.16 0:00,3.33,625316164,2024-04-16,GBPAUD,87.67,890.86,3:05,0.0,0.0,15:30,
2024.04.16 0:00,10.12,629040861,2024-04-16,GBPNZD,1374.5,3797.69,3:05,0.0,0.0,15:30,
2024.04.16 0:00,3.33,626378674,2024-04-16,GBPCAD,1050.29,1836.22,3:05,1053.3,1839.23,15:30,
2024.04.16 0:00,3.33,627527308,2024-04-16,EURNZD,388.02,1068.65,3:05,0.0,0.0,15:30,
2024.04.16 0:00,6.32,629837018,2024-04-16,EURUSD,-1063.86,200.34,3:05,0.0,0.0,15:30,
2024.04.16 0:00,3.33,626389761,2024-04-16,GBPCAD,792.91,1578.96,3:05,796.29,1582.34,15:30,
